epoch,train_loss,val_loss,dice,iou
27,0.0075762999093379165,0.042908568411718966,0.9653919145118358,0.936904814354209
28,0.007505667542436105,0.04278225707280081,0.9652460799660794,0.9366552441619164
29,0.007408866876571932,0.043048026949860325,0.9653018352597259,0.9367285356965176
30,0.007344240036464351,0.04346212692732035,0.9652724016544431,0.9366880780042603
31,0.007298330257318037,0.04368716004023025,0.9653359762457914,0.9367641404617665
32,0.007267757609267445,0.044238327287657316,0.9652069266452346,0.9366517441217289
33,0.007211729721166194,0.044420280363843885,0.965193860752638,0.9365876372470412
34,0.0071879904717206955,0.04444397847319758,0.9652071123899415,0.9366197988044384
35,0.00716600638047299,0.04482469317871471,0.9652001927065295,0.9366215287252914
36,0.007139367011704427,0.04534056026835081,0.9646609702775645,0.9357732395793117
37,0.0071066886665956935,0.04482933974196745,0.9652123478956001,0.9366329284601433
38,0.0070939806783024,0.04503408624509046,0.9651933049046716,0.9365923252216605
39,0.007086844632730765,0.04533610207050345,0.9650275818137235,0.9363399050956549
40,0.007065785618718056,0.045209782024802164,0.9652555723522984,0.9366983757462612
41,0.007055037334451781,0.04556155828542487,0.9652356034101441,0.9366572041844212
42,0.007057906132574905,0.04587363780930985,0.9648562628169393,0.9360515073288319
43,0.007040888072429773,0.04507701642551394,0.9652309833570968,0.936627188394236
44,0.00703705183832961,0.04551231666186521,0.9650662804758826,0.9363701565321102
45,0.007023629053112338,0.045406815227727555,0.9652076529902082,0.9366079873816912
46,0.007015206853804343,0.04538693651556969,0.9652080840842668,0.9365791858628739
47,0.007030983667765909,0.04540055674002614,0.9651801489120306,0.9365504661271739
48,0.00700555917368654,0.04586332274037738,0.9650847080141999,0.9363803267478943
49,0.007015744047513341,0.04577039212508257,0.9649725778158321,0.9362248861512472
50,0.007004446195274153,0.04568017737636732,0.9651707355366197,0.9365567190702572
51,0.0070152368999141105,0.04580603687222614,0.9650845791018287,0.9364197503688724
52,0.00700524545082932,0.045845335782613864,0.9648620985275091,0.9360182479370472
53,0.006989658555454191,0.04559073495397041,0.9651391991349154,0.936485136664191
54,0.0070045186549096425,0.04567337880820729,0.9652542222377866,0.9366719043532084
55,0.006993403788382078,0.045771969135764035,0.9651858335317567,0.9365562158961629
56,0.006989829779109534,0.045527430099630076,0.9651248704555423,0.9364515071691468
57,0.006989098219748806,0.045550906012744405,0.9651400751845781,0.9364984853323116
58,0.007000563749769593,0.04554678789924744,0.965173487053361,0.936523301656856
59,0.006991770311587435,0.04586858176734558,0.9650885199391565,0.9364273035249044
60,0.0069909839945680955,0.045812655067028,0.9649605764899143,0.9362246310988138
61,0.006988300996668199,0.04573217987321144,0.9651358460271081,0.936486050140026
62,0.006987662777742919,0.04556264039562192,0.9651328283686971,0.9364871756975041
63,0.006985069968847229,0.04568473314649837,0.9651645408120266,0.9365487542263297
64,0.0069858657538562135,0.045830033979443616,0.96520142915637,0.9365593389023182
65,0.006984121655113995,0.04575644634923963,0.9652105223300845,0.9365921713585077
66,0.006997013056431623,0.04588928216591824,0.9651392324026241,0.9364830366400785
67,0.006987174679799115,0.04567397632744423,0.9652230600978053,0.9366546578185503
68,0.006983264106983209,0.04549562710142413,0.9651457348535227,0.9365339986113614
69,0.006997517696307863,0.046023184715142086,0.9650111309317655,0.9363286800162737
70,0.007003561953794869,0.04534464591550966,0.9652246015016422,0.9366396984388662
71,0.006977979526581133,0.04574562539887983,0.9652173117149708,0.9366193233534347
72,0.00698252958656453,0.045684532457312875,0.9651943070943966,0.9365706402201985
73,0.0069908419500707706,0.04588010671093713,0.9650333357411761,0.9363002222637797
74,0.006986462543992435,0.04566601304294065,0.9650584389997083,0.936355052992355
75,0.007003627713386189,0.045819122864063394,0.965086626452069,0.9364018260046493
76,0.006996648735366762,0.045466276448826455,0.9652127692865771,0.9365936309792274
77,0.006978080665473552,0.04564909732272459,0.965221737706384,0.9366092543269313
78,0.006982856893035419,0.04560546611630639,0.9652538646099179,0.9366739364557488
79,0.006979789472568561,0.04599381528448227,0.9649821700051774,0.9362305153247922
80,0.006985747054054895,0.04578940778277641,0.9650692329850308,0.9364077836968178
81,0.006994032310595846,0.045603699462358344,0.9651274847429853,0.9364794825398645
82,0.0069941730211105415,0.04564594949573972,0.9651420449101648,0.936506892359534
83,0.006977108038742753,0.04586097857979841,0.9651280031647793,0.9364654241606246
84,0.006983953771893593,0.04572442602799382,0.9651835255844649,0.9365506518718808
85,0.006992788018439623,0.04543519401273062,0.965295743110568,0.9367355080538018
86,0.006988099600900622,0.0457513987108372,0.9651288695113603,0.9364780866822531
87,0.006992519737276084,0.04560333408068779,0.9652326661486959,0.9366165205489757
88,0.006984327569165651,0.04606463803454887,0.9649628927541334,0.9362079431844312
89,0.0069874456700156715,0.045733583051451414,0.9651705234549767,0.9365589216698048
90,0.006983240025446695,0.04613477290543013,0.9650962699291318,0.93642873126407
91,0.006987084966043339,0.04602629981588486,0.9651003840357758,0.9364190489746803
92,0.006981432185891797,0.045798836535839146,0.965118711770967,0.936439290989277
93,0.007001822596580228,0.045521873547587285,0.9652197901592698,0.9366334219311558
94,0.006985103882684866,0.045797872378729114,0.9652137312778207,0.9365900034128234
95,0.0069784781635355425,0.045674511079871374,0.9651334077812904,0.9364918830782868
96,0.006986163918148069,0.045534476118032324,0.9650538619174513,0.9363461136817932
97,0.006979394921868601,0.0458347620225923,0.9650349533835123,0.936332297879596
98,0.006974281267920399,0.046089858683042745,0.9650489992873613,0.93630514311236
99,0.006982970688327709,0.045496346385673035,0.96511126119037,0.9364201648290768
100,0.006984903404543943,0.0455912705944028,0.9652013543040253,0.9366242275681607
101,0.0069740527884705975,0.04608141015781913,0.9649175918379496,0.9361272177030874
102,0.006979424669407308,0.04567354228780713,0.9651162762974583,0.9364705321400665
103,0.006982021455598228,0.04580146472814471,0.9651238447011903,0.9364317766455716
104,0.006975709698984728,0.04588133750786615,0.9651597849158353,0.9364832722863485
105,0.006987990623833064,0.04554036818444729,0.9651537288066953,0.9365280547807383
106,0.006986163553836591,0.04596479735228905,0.9651233747948048,0.9364489039709402
107,0.0069931358359206245,0.046309226040923315,0.9649678787519765,0.9362132272054983
108,0.006972606697886744,0.04585187449011692,0.9651340911554736,0.9364615332248599
109,0.006978787994012236,0.046029690436499064,0.9650581936503566,0.9363454663476278
110,0.0069824785637833614,0.045690232433032156,0.9650621261707572,0.9363838059957638
111,0.006979133175028598,0.04572396708089252,0.9651474148728126,0.9365250870238903
112,0.006971396714010659,0.04561324094876994,0.9651439217633979,0.936509323674579
113,0.0069846536566996395,0.04606896582557712,0.9649966012599857,0.9362442715223446
114,0.006974969415322822,0.045543622615378955,0.9651350032451541,0.9364750565484513
115,0.006982417699113927,0.04573619515136924,0.9650823626407358,0.9363846792731174
116,0.006983254808822975,0.04579845577651678,0.9651018783103588,0.9364251494407654
117,0.006988737341838286,0.04591476349809835,0.9651054324105729,0.9364596411239269
118,0.006978466123452081,0.045750162196020745,0.9650847620742266,0.9363846723423448
119,0.006976798275376068,0.04602687446357206,0.9650591431662093,0.9363900492357653
120,0.006993391745559433,0.04593934305012226,0.9650969962741054,0.9364200775013414
121,0.006974449601736577,0.045639266368261606,0.9650650398675785,0.9363825986551684
122,0.006981244360041969,0.045625797624504846,0.9651880499928497,0.9365402196728906
123,0.006980552314780652,0.045767832157570264,0.9652027889739635,0.9365949810937394
124,0.006971712556996328,0.04575180132375207,0.9651658507280572,0.9365286702333495
125,0.006977126817218959,0.04583408965101076,0.9650296804516815,0.9363017151522082
126,0.006968817681841114,0.04579583386522393,0.9650576835454896,0.9363640158675438
127,0.006980775678804254,0.04568675117090691,0.9652011311331461,0.9365784248640371
128,0.006971991800374406,0.04592106889846713,0.9651518394780714,0.9365412897841875
129,0.006981216395712074,0.04563144711387712,0.9651081367980602,0.9364546592845473
130,0.00697849126505282,0.04563056162103664,0.9651413157928822,0.936519349730292
131,0.006963136586744119,0.04569087203505427,0.9649509052897609,0.9361837118170983
132,0.006971477428177262,0.045890168785009275,0.9650063237478567,0.9362735873044923
133,0.006973037779714693,0.04567455842571203,0.9652071609053501,0.9365859988123871
134,0.006967269090990371,0.04565557415142309,0.965150004209474,0.9364957559940427
135,0.006982316525981707,0.04592573088268901,0.9650848896004433,0.936374471631161
136,0.006977529321139788,0.045770085438392887,0.9651509190714637,0.936472449191781
137,0.006969478753778864,0.04554380745042202,0.9652199357054955,0.9366046744723653
138,0.006983798675184303,0.046076410038526666,0.9650985501533331,0.9363829673722733
139,0.006969654276583563,0.0457047650720491,0.9652678481368131,0.9366410527118417
140,0.006982480382601566,0.04615219938027304,0.9650677872258563,0.9363597797793012
